registered;cookie;browser;country;timestamp;zip
24;60bd4aef-9b6e-4b03-844e-9802280d7bec;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8) AppleWebKit/5342 (KHTML, like Gecko) Chrome/36.0.804.0 Mobile Safari/5342";BZ;1733941818;65865
25;75f67cc1-d0cb-4c97-8bdb-80e4c0b607f5;"Opera/10.88 (Macintosh; U; PPC Mac OS X 10_5_10; en-US) Presto/2.9.346 Version/11.00";HT;1734044122;24827
26;02ce2b04-b80a-4b5e-82f6-cc7df98baa81;"Opera/10.35 (X11; Linux i686; en-US) Presto/2.13.184 Version/11.00";IQ;1733960200;19969
27;b9ef13b7-28e0-45cf-9fd8-fc2624dd1f6f;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.838.0 Mobile Safari/5332";NL;1733972144;53021
28;ffdc351c-2e62-42d3-8c92-b2d5879459f8;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4) AppleWebKit/5312 (KHTML, like Gecko) Chrome/36.0.887.0 Mobile Safari/5312";BS;1733934578;41740
29;b438c828-177f-4491-80e7-5d269a195496;"Opera/10.75 (Macintosh; U; PPC Mac OS X 10_9_1; en-US) Presto/2.10.232 Version/12.00";KM;1733936383;59820
30;7eac84c3-698f-4b81-9837-56e5e3ec388a;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5351 (KHTML, like Gecko) Chrome/36.0.837.0 Mobile Safari/5351;TG;1733962363;82079
31;1ba0bf1b-f4fe-4f82-a682-22a2b02f4f3d;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9) AppleWebKit/5322 (KHTML, like Gecko) Chrome/38.0.896.0 Mobile Safari/5322";GB;1733935909;89810
32;af68d8b4-2001-4390-8e59-34085b5a866f;Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5362 (KHTML, like Gecko) Chrome/39.0.832.0 Mobile Safari/5362;CZ;1733962120;76879
33;f1f70249-8ea3-48fc-bd7e-288ddb2599fe;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5330 (KHTML, like Gecko) Chrome/39.0.874.0 Mobile Safari/5330";VC;1734063139;58869
34;57e2ec68-1f76-4d18-9de8-809ab74ba5b0;"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.33.7 (KHTML, like Gecko) Version/4.2 Safari/534.33.7";ER;1733974802;91106
35;11f766b2-36a3-466a-930b-4b574c42b8f4;"Opera/9.94 (Macintosh; U; PPC Mac OS X 10_8_3; en-US) Presto/2.9.165 Version/10.00";JM;1734063362;28762
36;883b935e-74c2-4d46-a22f-89528c717e65;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5351 (KHTML, like Gecko) Chrome/39.0.800.0 Mobile Safari/5351;AL;1733930384;13378
37;a0a7eb40-bc9f-4322-b9e6-1a55f6a14fc2;"Opera/10.93 (X11; Linux i686; en-US) Presto/2.11.266 Version/13.00";KN;1734054361;65162
38;e3d8a58b-60ee-4175-ac81-3e2db04a0ade;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/37.0.845.0 Mobile Safari/5320";SH;1734009205;82123
39;f9fe48d9-7ac4-4299-98d0-40867feb7c38;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5350 (KHTML, like Gecko) Chrome/38.0.881.0 Mobile Safari/5350;FJ;1734034168;23543
40;86a8f301-6023-4799-8091-c32d1d2eb0ad;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6) AppleWebKit/5312 (KHTML, like Gecko) Chrome/39.0.855.0 Mobile Safari/5312";DZ;1733930190;38417
41;92f9b1dc-2050-4976-9b4d-1549a5d87577;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/36.0.829.0 Mobile Safari/5330;ES;1734001997;67605
42;1310f475-7faa-484d-ad65-231d32a7b477;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5362 (KHTML, like Gecko) Chrome/39.0.861.0 Mobile Safari/5362";TF;1733926670;69823
43;70ae814f-d17e-466c-99ba-040b8fa96f71;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/39.0.877.0 Mobile Safari/5360";DM;1733983908;46907
44;e7bdafc5-6795-4844-a437-6c9132e252db;"Opera/10.24 (X11; Linux x86_64; en-US) Presto/2.10.228 Version/11.00";PE;1734070155;72502
45;9c86673f-9c4c-4f28-8625-2e56fa0ac718;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5322 (KHTML, like Gecko) Chrome/40.0.825.0 Mobile Safari/5322";KM;1734060878;32036
46;ba7de617-019b-4010-855b-04bf80d0a258;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5340 (KHTML, like Gecko) Chrome/37.0.835.0 Mobile Safari/5340";LC;1734019480;15341
47;f506ef5d-d2b2-4303-8434-54b83370214c;Mozilla/5.0 (Windows 98) AppleWebKit/5331 (KHTML, like Gecko) Chrome/40.0.822.0 Mobile Safari/5331;BB;1734012014;98888
48;98211272-95d9-485e-8880-a3fc40c1f670;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6 rv:5.0) Gecko/1905-10-11 Firefox/35.0";CH;1733959506;91580
49;ef894cd9-9363-4c19-96be-6d600087630b;"Mozilla/5.0 (iPad; CPU OS 7_2_1 like Mac OS X; en-US) AppleWebKit/535.7.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.7.5";PG;1734086844;34503
50;f04b93fb-3040-41a6-9199-75e789ebb2f7;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2 rv:3.0) Gecko/2016-24-10 Firefox/35.0";MP;1733962049;82168
51;f138d836-11ca-4b4b-8c1a-554597eb79c9;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5) AppleWebKit/5332 (KHTML, like Gecko) Chrome/37.0.845.0 Mobile Safari/5332";AS;1733922221;63056
52;b3a083a9-dc62-47cb-a6c2-11fd9e011784;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5351 (KHTML, like Gecko) Chrome/40.0.851.0 Mobile Safari/5351";WF;1733976159;47393
53;591cfcfb-e90c-4acb-a930-115ba8f2e205;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_3 rv:5.0) Gecko/1947-13-05 Firefox/35.0";GU;1734026461;74721
54;9c8bf3e6-86c4-4e90-ae55-766d8e41981e;"Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/2017-01-09 Firefox/36.0";BT;1733942553;91286
55;0b3234c5-136a-4fda-8d85-0dc339a2ebe0;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:5.0; en-US) AppleWebKit/531.48.2 (KHTML, like Gecko) Version/5.2 Safari/531.48.2";CI;1734018758;83672
56;71108d05-5e7c-49c1-b23b-ea575ad2043d;"Opera/9.94 (X11; Linux i686; en-US) Presto/2.13.170 Version/13.00";BD;1734012739;57245
57;d73498f4-b327-4d1f-8046-23fe12f32753;Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5341 (KHTML, like Gecko) Chrome/36.0.844.0 Mobile Safari/5341;LV;1733967966;36794
58;b67cfec8-0586-40f4-936c-385a2eeb7656;"Opera/10.82 (X11; Linux i686; en-US) Presto/2.13.274 Version/13.00";DK;1733937434;40397
59;0f7c6733-0334-4b46-9c02-59bd715a96be;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.860.0 Mobile Safari/5311";PY;1733967695;69684
60;db8b5b8e-65c2-4971-a8d5-ca04895c2ec3;"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/536.2.5 (KHTML, like Gecko) Version/5.1 Safari/536.2.5";TH;1734065217;35684
61;61384b36-e008-411a-a808-fe7e35e2d2ef;"Opera/9.45 (Macintosh; Intel Mac OS X 10_6_5; en-US) Presto/2.12.206 Version/10.00";LC;1733987497;36068
62;93d86e36-11ad-4da7-8368-f029b30ec90c;"Opera/8.31 (Windows 98; en-US) Presto/2.13.303 Version/13.00";DK;1734084742;49872
63;859ca28c-70a7-4a84-af91-3cecc28c91ed;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/39.0.856.0 Mobile Safari/5350";BY;1733995144;99643
64;42ed9ae6-7e40-4d2d-b737-ccba57ab40ec;"Opera/9.55 (Macintosh; Intel Mac OS X 10_8_0; en-US) Presto/2.8.316 Version/11.00";KE;1733961967;10876
65;bb62b541-c126-45e2-8fdc-f8d39bad809f;"Mozilla/5.0 (Windows 95; en-US; rv:1.9.0.20) Gecko/1911-05-08 Firefox/36.0";LI;1733934382;90666
66;39e9db1c-122c-4d67-9761-d86193e90835;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8 rv:6.0) Gecko/1947-10-10 Firefox/37.0";HT;1733958264;82191
67;20b4ab6d-3a81-4df1-bdd7-a953db02744a;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_1 rv:5.0) Gecko/1973-14-04 Firefox/37.0";AE;1733985009;17752
68;5171b38c-211a-4902-bd0e-c78921ea7bab;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/40.0.885.0 Mobile Safari/5311";VA;1733928609;11757
69;02785080-37fc-486f-9125-8cf9cc047b5e;"Mozilla/5.0 (Windows NT 5.2; en-US; rv:1.9.2.20) Gecko/2010-23-10 Firefox/37.0";GD;1733983369;46012
70;feae8acf-c918-48e3-af6a-482ee8cf73ab;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5 rv:5.0) Gecko/2006-24-03 Firefox/35.0";ST;1733986103;72978
71;dd0170df-d4cc-4801-9d9b-1694ecd569b2;"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2_1 like Mac OS X; en-US) AppleWebKit/533.16.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.16.5";RO;1734081667;64341
72;4bfbe1c7-462e-4e72-9b2e-197a43a5e96c;"Mozilla/5.0 (Windows NT 6.2; en-US; rv:1.9.1.20) Gecko/1933-31-03 Firefox/36.0";NA;1733932497;41175
73;451d79db-8058-43d6-94af-116499e01c66;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_1 like Mac OS X; en-US) AppleWebKit/532.20.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.20.5";KN;1733929606;30045
74;6b07bf54-b78b-4b00-b69a-5e558c67277b;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_10) AppleWebKit/5330 (KHTML, like Gecko) Chrome/36.0.825.0 Mobile Safari/5330";UY;1733977152;49428
75;9dbee799-1af3-49eb-a0cb-be7ac4de8a76;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.895.0 Mobile Safari/5332;UM;1733928368;85887
76;59285914-9e65-42fd-a8c3-ee2fc8cf0a4b;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5322 (KHTML, like Gecko) Chrome/36.0.864.0 Mobile Safari/5322";VA;1733964436;30396
77;ac7e3a2e-becf-4b45-b5f4-d797a128bf8a;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X; en-US) AppleWebKit/531.49.3 (KHTML, like Gecko) Version/5.0.5 Mobile/8B120 Safari/6531.49.3";DO;1734018097;24856
78;93e5b0ab-47fd-4b1c-9dfc-43f75af4d840;"Mozilla/5.0 (X11; Linux i686; rv:8.0) Gecko/2019-01-03 Firefox/37.0";TR;1734003934;48362
79;042b5389-9b5f-43d6-9482-1368e82218b4;"Opera/10.10 (X11; Linux i686; en-US) Presto/2.13.332 Version/12.00";GI;1733947117;15099
80;7b02b7f1-09c5-4975-b22b-1fbe3d6ad26c;"Opera/10.99 (X11; Linux x86_64; en-US) Presto/2.10.226 Version/13.00";IE;1733929279;27872
81;6649e1fc-8322-4b41-8fbf-c593a164ff2c;"Opera/9.70 (Macintosh; U; PPC Mac OS X 10_9_1; en-US) Presto/2.9.323 Version/10.00";CZ;1733982580;16178
82;363c5ebd-58ba-4b28-8096-85810f00c518;Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5352 (KHTML, like Gecko) Chrome/40.0.889.0 Mobile Safari/5352;GW;1733936612;66581
83;cc5d685a-efd8-430e-a48a-ee9f69f7892d;"Mozilla/5.0 (iPad; CPU OS 9_1_2 like Mac OS X; en-US) AppleWebKit/531.10.4 (KHTML, like Gecko) Version/5.0.5 Mobile/8B117 Safari/6531.10.4";BJ;1734015486;81202
84;cc15c043-93bf-4791-ba01-b95d503374d6;"Mozilla/5.0 (Windows NT 6.1; en-US; rv:1.9.0.20) Gecko/1905-01-10 Firefox/35.0";FR;1733983897;75182
85;ff8bfc72-43a2-45ac-a303-f8a52779f522;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.831.0 Mobile Safari/5361;PA;1733962885;59506
86;54d3c683-4cad-4581-91eb-00f970145b2d;"Opera/10.81 (Macintosh; Intel Mac OS X 10_8_5; en-US) Presto/2.13.288 Version/13.00";HU;1734086484;18047
87;3c2d691a-d1ce-467b-b382-8d5fb5c839eb;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/5322 (KHTML, like Gecko) Chrome/40.0.817.0 Mobile Safari/5322";OM;1734008386;81344
88;fcff405b-d2c1-466b-a92f-d4256268546c;"Mozilla/5.0 (Windows NT 5.0; en-US; rv:1.9.3.20) Gecko/2013-13-12 Firefox/35.0";SD;1734015263;99261
89;8b3b9ecc-55da-4591-b809-3ea9d5d40c9d;"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.44.2 (KHTML, like Gecko) Version/5.0 Safari/535.44.2";LB;1734066086;92243
90;29c19b91-4ea1-45e9-83d2-6eddbb3162a1;"Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/1947-14-01 Firefox/36.0";GE;1733941805;64901
91;01952c38-9028-4cb7-96e7-9d83ade521da;"Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/2002-11-11 Firefox/36.0";AO;1733974523;11646
92;b0e315e8-8939-479d-8838-f819bb0f7706;"Opera/9.10 (X11; Linux i686; en-US) Presto/2.12.242 Version/10.00";IQ;1733985201;95079
93;df3b27ee-7de9-4fe8-8e03-975fbcfafc8d;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/37.0.854.0 Mobile Safari/5351";MX;1733931347;79583
94;648b1ac6-3176-430b-8e6c-7cc96d57e5ad;"Mozilla/5.0 (Windows 98; Win 9x 4.90; en-US; rv:1.9.1.20) Gecko/2008-24-06 Firefox/35.0";CM;1733964571;30128
95;1401bfad-b11e-4a8e-b602-f81a5ca8b4f1;"Opera/9.33 (Macintosh; U; Intel Mac OS X 10_9_1; en-US) Presto/2.10.269 Version/10.00";EG;1733993308;12782
96;bbeaa459-0df0-48ba-9b42-1dbf798b3baf;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/38.0.814.0 Mobile Safari/5351";HT;1734069607;41178
97;78c4a2bc-f068-4d2f-a6e5-049bf679a4ab;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0) AppleWebKit/5322 (KHTML, like Gecko) Chrome/40.0.822.0 Mobile Safari/5322";TH;1734000739;44657
98;143469a9-7211-4099-b38f-7a883732ec10;"Opera/10.51 (X11; Linux x86_64; en-US) Presto/2.9.227 Version/13.00";FO;1734090413;34516
99;d9def185-e46c-46e3-840f-9675bd43129a;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9 rv:5.0) Gecko/1929-15-03 Firefox/37.0";MY;1734001781;37540
100;eaa1eb33-380e-4dd8-9a83-2ea48de09d11;"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.49.7 (KHTML, like Gecko) Version/4.0 Safari/535.49.7";NU;1733985512;59468
101;1c1c003f-21c4-4231-8fa3-61f40c1b2c80;"Opera/10.46 (X11; Linux i686; en-US) Presto/2.10.179 Version/13.00";BA;1734038503;82924
102;f8506bc5-fe1f-4a90-a572-d4567fcc39b7;"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.26.4 (KHTML, like Gecko) Version/4.0 Safari/533.26.4";BJ;1734027028;84890
103;63f0c438-d7db-4aab-80b3-076cc81868ac;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:4.0) Gecko/1997-26-08 Firefox/35.0";GY;1733985695;53218
104;1cec2435-ea56-4542-bfcd-68d33e4fa9ce;"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.35.7 (KHTML, like Gecko) Version/6.0 Safari/534.35.7";WS;1733931070;72598
105;f6ad559a-6e57-4877-8d52-f202c7b81622;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5330 (KHTML, like Gecko) Chrome/36.0.815.0 Mobile Safari/5330";KR;1734016583;48058
106;be3266c6-1da0-4c4a-922f-be274d8ea5fc;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/37.0.803.0 Mobile Safari/5311";BV;1733934997;54187
107;be02c675-b53e-4dd0-af59-77a7c6ecfe60;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5361 (KHTML, like Gecko) Chrome/36.0.837.0 Mobile Safari/5361";MA;1734059507;65292
108;c5ac4868-dace-4b16-a38e-6dbb27b2a65b;"Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X; en-US) AppleWebKit/531.13.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.13.6";BS;1733920851;88811
109;5ee2d90b-1afe-4294-a206-b2573db6bf44;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7) AppleWebKit/5360 (KHTML, like Gecko) Chrome/39.0.871.0 Mobile Safari/5360";KM;1733956156;77721
110;084c7bc1-aebc-442b-a70c-fe7322c879f0;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2 rv:2.0) Gecko/1995-02-10 Firefox/37.0";KZ;1733933776;11259
111;ea50d131-77a7-429e-931d-beeeee51a3cc;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.806.0 Mobile Safari/5361";WF;1733958523;29950
112;f30dd07b-2033-44b5-aab5-f4f481e8862e;"Mozilla/5.0 (Windows NT 6.0; en-US; rv:1.9.0.20) Gecko/2013-18-05 Firefox/35.0";TW;1734059428;39047
113;f43fc834-c13a-418c-b1fb-87568218695f;"Opera/10.37 (Windows NT 6.0; en-US) Presto/2.9.254 Version/10.00";BY;1733988263;27076
114;dfa1888b-b269-4d4e-8850-e02af7a392cb;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5320 (KHTML, like Gecko) Chrome/37.0.890.0 Mobile Safari/5320";QA;1733962758;14235
115;ee8625d2-6822-45f7-aa94-40968e315711;Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5350 (KHTML, like Gecko) Chrome/37.0.828.0 Mobile Safari/5350;CR;1734088370;37998
116;6ffcbad2-7e71-4cdf-bd9a-9a77bdb24935;"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X; en-US) AppleWebKit/534.34.3 (KHTML, like Gecko) Version/5.0.5 Mobile/8B120 Safari/6534.34.3";RS;1734029489;54838
117;f255bab9-87b4-4eaf-88fb-347ef82da989;Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5361 (KHTML, like Gecko) Chrome/38.0.802.0 Mobile Safari/5361;IT;1734022119;56139
118;cad715f3-46b7-4089-9add-1de5fb6d9fea;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/5350 (KHTML, like Gecko) Chrome/36.0.828.0 Mobile Safari/5350";GN;1733933907;46678
119;ccfedb11-d9ba-4c56-a422-71512ce0bcd7;"Opera/8.41 (X11; Linux x86_64; en-US) Presto/2.13.208 Version/13.00";JP;1733930908;13411
120;020eae70-b3c7-429f-b3af-4ccccaf6076f;"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/536.15.1 (KHTML, like Gecko) Version/5.1 Safari/536.15.1";KZ;1734077082;27506
121;924c9dc3-70f7-466c-8e5a-d8e210610f86;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5 rv:3.0) Gecko/1968-22-06 Firefox/36.0";AG;1733975034;75551
122;4278e902-6921-4152-aaa0-119717d7fc9a;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X; en-US) AppleWebKit/531.42.5 (KHTML, like Gecko) Version/5.0.5 Mobile/8B118 Safari/6531.42.5";MV;1734025943;50745
123;fb244c67-c3a1-4160-8242-064a9544ac40;"Mozilla/5.0 (iPad; CPU OS 9_1_2 like Mac OS X; en-US) AppleWebKit/534.22.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.22.6";TT;1734008027;56712
124;28ed85f0-1c5d-4518-bdf4-568fd99c81c6;"Opera/8.93 (X11; Linux i686; en-US) Presto/2.10.215 Version/13.00";KG;1734021951;75585
125;c3858337-df3e-4be4-a95e-ecd429d7c0a3;Mozilla/5.0 (Windows CE) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.843.0 Mobile Safari/5332;PG;1734071296;30060
126;a56ab698-e354-4326-8e95-541093ffb55c;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8 rv:5.0) Gecko/1963-03-09 Firefox/37.0";NC;1734010796;12587
127;31e252aa-9101-471e-88c1-4b97ee4c2979;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5352 (KHTML, like Gecko) Chrome/39.0.858.0 Mobile Safari/5352";TD;1734044754;68804
128;51db1663-1fc6-4214-be28-4a98181149b4;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5361 (KHTML, like Gecko) Chrome/36.0.891.0 Mobile Safari/5361";GA;1733940413;57192
129;35fa93c0-403d-4b8c-a907-cdd1de540f20;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1984-01-11 Firefox/36.0";GL;1734064862;37893
130;a193a907-c6e0-434c-8a5d-ba4e97851751;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5310 (KHTML, like Gecko) Chrome/36.0.823.0 Mobile Safari/5310";MO;1733942093;16338
131;510d6158-34fa-4899-bba9-cfc389a628bd;Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5361 (KHTML, like Gecko) Chrome/38.0.806.0 Mobile Safari/5361;OM;1733927275;99746
