item_id;supplier;category_id;color;size;price;stock_level
204;Vizzuality;1807;LavenderBlush;4;68.03;
205;Inovalon;5228;SeaGreen;6;55.86;
206;How's My Offer?;44441;SlateBlue;5;38.45;
207;SpotHero.com;66559;BurlyWood;6;40.48;
208;Merrill Lynch;93207;Peru;4;70.74;
209;USSearch;27151;DarkSlateGray;5;50.47;
210;GenoSpace;27554;LightYellow;5;55.97;
211;Plus-U;33309;FireBrick;6;29.42;
212;BillGuard;50662;DarkGoldenRod;8;25.18;
213;WeMakeItSafer;93900;CadetBlue;7;69.88;
214;SmartAsset;38579;Moccasin;5;36.57;
215;Overture Technologies;89488;Wheat;5;57.88;
216;LegiNation, Inc.;74464;Olive;6;25.61;
217;IW Financial;38441;BlanchedAlmond;5;51.87;
218;Synthicity;57632;Indigo ;8;63.18;
219;BuildFax;97435;LightYellow;8;26.73;
220;NextBus;284;GoldenRod;4;73.23;
221;xDayta;30475;LightYellow;7;40.53;
222;LoseIt.com;7021;DarkOliveGreen;8;47.26;
223;AccuWeather;53726;SlateGray;5;76.13;
224;Locavore;91900;Cyan;4;64.79;
225;TrueCar;75189;SteelBlue;8;20.88;
226;US Green Data;1438;Blue;5;27.88;
227;TrialTrove;17937;MediumAquaMarine;4;56.65;
228;Adobe Digital Government;75512;Tomato;6;41.06;
229;Splunk;14372;Ivory;8;32.72;
230;MuckRock.com;12854;PaleVioletRed;6;38.90;
231;Child Care Desk;2462;Chocolate;4;58.98;
232;J.P. Morgan Chase;94010;MediumSpringGreen;6;59.11;
233;EarthObserver App;77230;DarkBlue;8;59.65;
234;Careset.com;6985;Aquamarine;6;76.52;
235;WattzOn;38725;Tomato;4;70.73;
236;Energy Points, Inc.;10371;LightGoldenRodYellow;4;26.81;
237;GovTribe;97366;DarkSalmon;4;39.13;
238;GreatSchools;65169;Orchid;8;69.30;
239;Morningstar, Inc.;29443;AntiqueWhite;6;52.62;
240;ReciPal;43882;Maroon;8;36.66;
241;Healthline;5826;CadetBlue;5;70.11;
242;Votizen;63638;OldLace;6;34.97;
243;Social Explorer;7798;Violet;8;46.18;
244;JJ Keller;31514;Olive;6;58.41;
245;H3 Biomedicine;81061;CornflowerBlue;5;76.63;
246;McGraw Hill Financial;92163;OliveDrab;5;77.98;
247;The Schork Report;88986;DeepSkyBlue;8;49.40;
248;Plus-U;69997;DarkOrchid;5;46.33;
249;NextBus;72616;OliveDrab;7;26.05;
250;Sage Bionetworks;27207;DarkViolet;4;70.93;
251;SlashDB;8854;MistyRose;8;53.19;
252;Relationship Science;49645;ForestGreen;5;49.35;
253;5PSolutions;92303;DarkSlateBlue;6;40.13;
254;Dabo Health;39011;LightSeaGreen;8;60.59;
255;Equilar;83544;LimeGreen;6;70.10;
256;Equal Pay for Women;48698;Plum;5;57.41;
257;Everyday Health;22211;HoneyDew;5;28.07;
258;BillGuard;9694;MediumSeaGreen;5;67.07;
259;Quandl;24629;LavenderBlush;4;49.06;
260;Foursquare;47153;LightYellow;4;29.43;
261;VitalChek;20503;SandyBrown;5;20.47;
262;American Red Ball Movers;87887;Coral;6;77.29;
263;Govzilla, Inc.;70807;LightPink;7;50.48;
264;OSIsoft;75201;Snow;4;75.15;
265;New Media Parents;48309;DimGray;5;20.85;
266;Rapid Cycle Solutions;39325;DarkMagenta;7;60.42;
267;Legal Science Partners;63395;LawnGreen;4;59.10;
268;Factual;12237;AntiqueWhite;4;55.90;
269;Practice Fusion;38223;Navy;8;58.12;
270;BlackRock;24399;FireBrick;6;75.60;
271;RedLaser;78431;PowderBlue;7;62.46;
272;Mapbox;75288;Plum;4;21.52;
273;Forrester Research;51019;SteelBlue;4;37.63;
274;Energy Solutions Forum;88287;OliveDrab;6;69.11;
275;indoo.rs;63559;RoyalBlue;5;39.95;
276;Epsilon;91183;LightCoral;4;35.59;
277;DemystData;18111;LightYellow;6;43.59;
278;Sage Bionetworks;39688;CadetBlue;6;57.48;
279;Robinson + Yu;13104;Snow;5;50.52;
280;Chubb;16357;LightSeaGreen;4;51.77;
281;Barchart;81517;DarkSlateGray;5;37.72;
282;Wolfram Research;32602;OrangeRed;7;64.70;
283;How's My Offer?;15619;White;5;63.17;
284;Keychain Logistics Corp.;66204;LightGoldenRodYellow;4;20.63;
285;TagniFi;33966;Linen;4;21.26;
286;Zonability;55922;WhiteSmoke;8;41.39;
287;SnapSense;17348;Ivory;5;34.36;
288;Inrix Traffic;66433;PaleGoldenRod;6;59.74;
289;OpenGov;84245;DarkSeaGreen;8;32.11;
290;TagniFi;65462;DarkOrchid;5;27.25;
291;Aquicore;99791;Orange;6;74.83;
292;Food+Tech Connect;72650;FloralWhite;4;61.94;
293;CARFAX;35801;Navy;7;72.54;
294;Thomson Reuters;60483;Gray;6;59.62;
295;CoreLogic;17359;Cyan;5;47.62;
296;The DocGraph Journal;35649;SkyBlue;6;70.87;
297;SAS;4800;Yellow;5;78.72;
298;Mint;25462;Chocolate;4;66.09;
299;EarthObserver App;75738;NavajoWhite;7;70.89;
300;Azavea;88829;SlateBlue;8;64.20;
301;TrueCar;69774;Magenta;8;67.19;
302;iTriage;38264;Thistle;7;36.76;
303;Splunk;71557;OliveDrab;6;25.66;
304;Pave;5163;Purple;6;79.35;
305;gRadiant Research LLC;35784;Maroon;6;50.89;
306;NonprofitMetrics;33688;OldLace;4;33.26;
307;Spokeo;88783;LightCoral;4;33.46;
308;Splunk;83135;Brown;7;59.19;
309;T. Rowe Price;82650;LemonChiffon;5;54.64;
310;Knowledge Agency;70195;FloralWhite;6;46.78;
311;Nielsen;64950;LightSteelBlue;5;61.38;
312;Science Exchange;66413;WhiteSmoke;5;56.53;
313;Next Step Living;41975;Snow;4;69.74;
314;FlightView;5862;PaleGreen;6;49.20;
315;Foursquare;77973;LightSeaGreen;4;36.09;
316;Intermap Technologies;27711;Peru;5;48.54;
317;Level One Technologies;73762;Lavender;4;67.90;
318;KPMG;62923;Olive;6;52.46;
319;Vital Axiom | Niinja;51413;MediumVioletRed;5;69.13;
320;Predilytics;58989;YellowGreen;6;54.33;
321;Optensity;46771;LightGreen;7;73.71;
322;TagniFi;82543;Gainsboro;8;29.01;
323;North American Van Lines;98911;DarkGreen;6;72.90;
324;Code for America;12159;Khaki;6;39.14;
325;Mango Transit;30693;LightSteelBlue;8;72.11;
326;Weather Decision Technologies;40115;SpringGreen;6;30.15;
327;Impaq International;33767;Beige;5;44.12;
328;ASC Partners;45860;SeaShell;8;43.30;
329;Housefax;70647;Tomato;4;29.34;
330;Mapbox;23041;CornflowerBlue;7;74.71;
331;Noesis;28361;LavenderBlush;7;46.82;
332;Arrive Labs;37452;DarkSeaGreen;5;22.10;
333;Evidera;42492;PaleTurquoise;5;54.82;
334;CityScan;48631;DeepPink;8;60.35;
335;Climate Corporation;3714;DarkSlateGray;7;24.64;
336;Avvo;77841;LightGreen;5;23.55;
337;Splunk;72169;PeachPuff;6;51.95;
338;Outline;67594;PeachPuff;7;39.17;
339;Progressive Insurance Group;440;ForestGreen;4;30.87;
340;Arpin Van Lines;62890;Bisque;4;74.26;
341;AutoGrid Systems;42138;LightGray;4;63.12;
342;nGAP Incorporated;12972;MediumPurple;4;46.81;
343;Docket Alarm, Inc.;33839;HotPink;8;32.07;
344;Open Data Nation;31434;DarkGoldenRod;4;65.61;
345;Kaiser Permanante;63982;SeaShell;6;38.89;
346;Way Better Patents;78527;Fuchsia;7;50.10;
347;Caspio;42515;Peru;8;60.76;
348;Plus-U;82443;DarkSeaGreen;5;20.55;
349;Be Informed;70744;Tomato;6;67.80;
350;Plus-U;10856;OrangeRed;7;49.84;
351;Impaq International;41337;LightGray;6;56.16;
352;VisualDoD, LLC;34176;Orchid;4;57.62;
353;Teradata;85917;Darkorange;4;38.84;
354;Innography;91556;Gainsboro;8;30.33;
355;nGAP Incorporated;7454;LightYellow;7;63.10;
356;iRecycle;38407;SlateGray;4;35.38;
357;AtSite;39506;Peru;5;39.92;
358;Code for America;34734;MediumVioletRed;4;51.21;
359;Import.io;33074;DarkSlateBlue;6;31.34;
360;Jurispect;2896;DarkOrchid;8;71.99;
361;Weather Decision Technologies;36544;DarkSlateGray;4;44.35;
362;People Power;50679;White;8;63.03;
363;NextBus;68668;Orange;5;40.83;
364;Mozio;98169;LemonChiffon;5;36.39;
365;Analytica;8784;Peru;6;42.39;
366;Factual;12116;Blue;5;55.64;
367;Factset;28482;SkyBlue;4;79.27;
368;DataWeave;2404;LavenderBlush;7;36.28;
369;ASC Partners;27245;Tan;4;70.15;
370;SpotHero.com;9816;Gray;4;37.55;
371;Kimono Labs;31922;DimGray;4;57.51;
372;College Abacus, an ECMC initiative;71791;PaleVioletRed;5;72.51;
373;Retroficiency;76408;PapayaWhip;4;33.57;
374;Canon;36342;DarkRed;5;38.34;
375;Compared Care;11462;LawnGreen;5;52.63;
376;IBM;71801;FireBrick;5;63.83;
377;Eat Shop Sleep;77591;Purple;4;27.28;
378;Azavea;66576;SeaShell;5;65.28;
379;Aureus Sciences (*Now part of Elsevier);39658;MidnightBlue;7;29.44;
380;Civic Insight;59470;Crimson;6;26.99;
381;SAP;16247;DarkSalmon;4;53.18;
382;BuildZoom;46160;PaleVioletRed;5;38.53;
383;BuildZoom;98837;MediumOrchid;4;30.26;
384;CareSet Systems;54588;BurlyWood;7;73.51;
385;Spikes Cavell Analytic Inc;96765;Green;6;59.40;
386;Votizen;74575;DimGrey;6;36.79;
387;Center for Responsive Politics;19164;GoldenRod;8;45.54;
388;Connotate;83015;Chocolate;8;28.42;
389;FarmLogs;2618;NavajoWhite;4;54.23;
390;Vimo;97363;Khaki;7;50.14;
391;Certara;29759;Aqua;7;66.93;
392;CoolClimate;23117;Green;4;32.26;
393;Spokeo;20786;SkyBlue;7;61.82;
394;IPHIX;41770;White;5;75.52;
395;Honest Buildings;86658;SandyBrown;7;29.71;
396;HealthPocket, Inc.;25827;PaleGoldenRod;7;70.80;
397;Bekins;55716;LightSteelBlue;7;77.51;
398;Level One Technologies;42966;MediumVioletRed;5;66.88;
399;MedWatcher;7813;FloralWhite;4;25.12;
400;Copyright Clearance Center;85365;AliceBlue;4;36.49;
401;Socrata;18959;Cyan;7;74.83;
402;Be Informed;558;SteelBlue;7;34.28;
403;Nationwide Mutual Insurance Company;22453;Turquoise;8;64.69;
404;Locavore;87666;MediumAquaMarine;5;53.65;
405;Import.io;994;LemonChiffon;8;28.78;
406;Bekins;68762;LavenderBlush;5;57.88;
407;karmadata;8121;White;7;31.88;
408;IW Financial;5399;DarkOliveGreen;7;78.54;
409;Rezolve Group;58453;Pink;6;52.37;
410;SAS;79612;LimeGreen;5;75.11;
411;Fuzion Apps, Inc.;18743;Olive;5;59.20;
412;Dabo Health;10974;SlateGray;7;44.52;
413;Fuzion Apps, Inc.;67678;Maroon;8;74.63;
414;OpenPlans;76854;Cornsilk;4;23.74;
415;Iodine;8864;Olive;5;71.73;
416;The Vanguard Group;53596;MintCream;4;52.08;
417;Government Transaction Services;24425;HotPink;6;24.95;
418;Cloudmade;5554;Indigo ;6;22.30;
419;Symcat;22017;Silver;8;79.76;
420;Fitch;78238;DarkGray;4;22.96;
421;TrialX;35570;Thistle;8;45.52;
422;Enervee Corporation;7788;Cyan;4;49.85;
423;Scale Unlimited;28634;Yellow;7;58.97;
424;ProgrammableWeb;91848;Gray;8;32.63;
425;Legal Science Partners;84613;LightCyan;5;21.18;
426;Zebu Compliance Solutions;9269;IndianRed ;7;54.20;
427;Ranku;83890;Maroon;8;38.81;
428;Clean Power Finance;40322;MediumBlue;7;69.45;
429;Avalara;77909;Brown;7;65.53;
430;OnStar;63098;Tan;8;62.98;
431;Junyo;98398;BlanchedAlmond;8;53.27;
432;TransUnion;48491;LightGoldenRodYellow;5;46.12;
433;CONNECT-DOT LLC.;33535;Turquoise;4;74.89;
434;GoodGuide;19604;MediumSpringGreen;6;21.06;
435;Oliver Wyman;28497;Tomato;6;41.76;
436;STILLWATER SUPERCOMPUTING INC;55729;Green;5;78.99;
437;Solar Census;24320;GoldenRod;8;35.89;
438;Computer Packages Inc;33025;Gold;8;35.08;
439;DataMarket;91393;LightGray;4;34.63;
440;Business Monitor International;63529;Bisque;5;62.50;
441;McKinsey;45673;DeepSkyBlue;5;30.55;
442;Persint;93684;DarkKhaki;7;78.64;
443;Junar, Inc.;5829;LightSalmon;7;66.79;
444;Factset;60679;Navy;8;21.28;
445;Zurich Insurance (Risk Room);20207;Darkorange;8;65.06;
446;TransUnion;15292;LightBlue;4;46.46;
447;KPMG;52228;DarkGray;8;65.40;
448;S&P Capital IQ;6486;Purple;4;71.16;
449;CostQuest;99410;DimGray;7;50.95;
450;ZocDoc;71614;SlateBlue;7;68.24;
451;Impact Forecasting (Aon);59808;LightYellow;4;74.61;
452;PIXIA Corp;28021;MistyRose;6;79.17;
453;Lawdragon;10311;SlateBlue;4;75.16;
454;Arpin Van Lines;2950;MediumSlateBlue;4;75.98;
455;Aidin;23017;LightSlateGray;4;59.36;
456;Adobe Digital Government;22055;Aqua;8;35.75;
457;People Power;10736;Gray;4;49.28;
458;Collective IP;39941;Chocolate;6;46.60;
459;McGraw Hill Financial;74617;GhostWhite;8;58.77;
460;BlackRock;22352;MidnightBlue;4;78.54;
461;Food+Tech Connect;63246;Azure;5;76.49;
462;Ernst & Young LLP;39316;MediumVioletRed;5;46.84;
463;Healthgrades;97697;AntiqueWhite;8;74.24;
464;Headlight;20524;DarkOrchid;8;33.75;
465;Roadify Transit;45353;Navy;7;79.05;
466;Personalis;70748;SlateBlue;6;47.95;
467;Smart Utility Systems;94677;LightSkyBlue;5;62.67;
468;PublicEngines;86169;BlueViolet;6;54.96;
469;Socrata;8002;Darkorange;4;67.53;
470;Appallicious;41865;LightSteelBlue;8;40.66;
471;Recargo;91043;MediumVioletRed;5;50.35;
472;IPHIX;20199;LimeGreen;6;50.98;
473;Epsilon;25785;Olive;6;67.34;
474;Civinomics;7805;MediumTurquoise;4;42.76;
475;Revelstone;97473;Moccasin;4;56.30;
476;CoreLogic;82448;DarkRed;8;24.05;
477;BizVizz;45501;RoyalBlue;7;77.40;
478;BillGuard;58896;LightYellow;7;26.78;
479;HealthMap;32177;Moccasin;7;41.16;
480;Noesis;39162;LawnGreen;4;29.46;
481;Altova;89335;DarkCyan;6;23.33;
482;Ensco;9584;Navy;6;55.72;
483;Environmental Data Resources;47375;AntiqueWhite;8;29.30;
484;PlanetEcosystems;55227;SeaShell;4;46.97;
485;National Van Lines;341;LightYellow;6;25.17;
486;CB Insights;59429;Olive;7;27.77;
487;Ceiba Solutions;19069;IndianRed ;4;72.48;
488;Aureus Sciences (*Now part of Elsevier);50931;SeaShell;6;24.56;
489;STILLWATER SUPERCOMPUTING INC;70870;MediumPurple;5;53.18;
490;Earth Networks;38059;Chartreuse;5;74.54;
491;The Vanguard Group;21822;Turquoise;4;21.28;
492;Verdafero;15088;PaleGreen;7;77.31;
493;NerdWallet;80582;DarkSalmon;7;26.98;
494;NextBus;17834;White;6;55.80;
495;Equilar;15592;LightCyan;6;22.61;
496;Earthquake Alert!;11880;DarkOliveGreen;8;23.11;
497;LOVELAND Technologies;97864;Bisque;4;57.10;
498;Golden Helix;55714;FloralWhite;4;49.88;
499;gRadiant Research LLC;71668;DeepSkyBlue;5;78.24;
500;eInstitutional;72474;Olive;8;57.90;
