item_id;supplier;category_id;color;size;price;stock_level
164;Patently-O;96770;MediumTurquoise;4;72.00;
165;(Leg)Cyte;47650;Bisque;5;68.98;
166;Whitby Group;98731;DarkRed;8;61.44;
167;Google Public Data Explorer;59299;Cornsilk;6;41.06;
168;Morningstar, Inc.;12573;LightGray;7;62.20;
169;AllState Insurance Group;73058;HoneyDew;5;34.32;
170;Level One Technologies;61810;LightCoral;4;31.06;
171;CARFAX;56757;Tan;7;21.65;
172;EMC;72602;DeepPink;7;74.13;
173;Loqate, Inc.;11432;PowderBlue;7;41.52;
174;Porch;70526;DarkGoldenRod;5;27.35;
175;Aquicore;63794;LightCoral;6;50.25;
176;People Power;48840;Lavender;5;62.67;
177;New Media Parents;88620;Thistle;7;65.89;
178;First Fuel Software;65122;Fuchsia;8;63.32;
179;DataMarket;85097;Lime;4;22.37;
180;VitalChek;87258;DarkSeaGreen;8;31.12;
181;Tableau Software;98942;LightSlateGray;6;45.95;
182;FlightStats;36040;MediumAquaMarine;5;71.81;
183;Earthquake Alert!;21855;FireBrick;8;47.14;
184;Asset4;35897;Bisque;8;74.92;
185;Intermap Technologies;15561;LightGreen;8;24.53;
186;Orlin Research;9585;Ivory;8;28.65;
187;State Farm Insurance;8245;RosyBrown;7;60.69;
188;Enervee Corporation;50521;DarkMagenta;6;71.19;
189;Buildingeye;54349;MediumAquaMarine;4;28.17;
190;OnStar;1105;DarkGoldenRod;7;24.65;
191;WebFilings;442;Maroon;7;22.78;
192;AreaVibes Inc.;13849;SlateBlue;8;71.09;
193;Oliver Wyman;55009;PaleTurquoise;4;39.58;
194;CrowdANALYTIX;74407;Linen;8;44.91;
195;Progressive Insurance Group;58598;SlateBlue;6;62.89;
196;NuCivic;69003;Coral;7;52.75;
197;Keychain Logistics Corp.;85926;LightSeaGreen;8;77.40;
198;Citigroup;48653;Linen;8;53.64;
199;Buildingeye;9386;MidnightBlue;7;44.45;
200;AllState Insurance Group;57974;Red;6;38.29;
201;VisualDoD, LLC;7316;DarkGreen;7;58.73;
202;Equilar;32674;Orchid;6;32.57;
203;InnoCentive;4947;CornflowerBlue;8;38.34;
204;Level One Technologies;72206;RoyalBlue;8;65.08;
205;Symcat;20701;GoldenRod;8;36.09;
206;LOGIXDATA, LLC;14149;Gold;8;41.00;
207;Bridgewater;46104;LightCyan;5;73.45;
208;Cambridge Information Group;91778;MediumBlue;5;72.30;
209;The Govtech Fund;6817;DimGray;5;30.37;
210;HealthPocket, Inc.;22460;OldLace;4;47.43;
211;InCadence;63565;PapayaWhip;6;40.37;
212;indoo.rs;71819;Bisque;5;46.07;
213;Archimedes Inc.;78946;LightPink;8;62.40;
214;Investormill;8486;DarkBlue;7;40.52;
215;Bridgewater;80937;Ivory;8;32.25;
216;Compared Care;45465;SlateGray;7;36.51;
217;Teradata;64887;LawnGreen;6;79.53;
218;National Van Lines;2153;HoneyDew;4;43.23;
219;Social Health Insights;965;Yellow;6;67.41;
220;Amazon Web Services;71697;PaleGreen;6;63.29;
221;DataLogix;79836;HoneyDew;5;56.53;
222;IBM;27778;MediumAquaMarine;6;43.36;
223;Tendril;73932;Lavender;8;32.88;
224;Weight Watchers;17165;DeepSkyBlue;6;23.29;
225;TransparaGov;44864;PaleVioletRed;4;20.38;
226;Credit Karma;43919;Wheat;5;77.34;
227;State Farm Insurance;63798;LavenderBlush;5;78.39;
228;FindTheBest.com;19090;MediumTurquoise;8;66.69;
229;Spokeo;54413;Violet;8;65.30;
230;FlightView;74276;BlueViolet;8;75.94;
231;Marlin Alter and Associates;23595;MistyRose;6;45.62;
232;Fidelity Investments;56761;YellowGreen;4;70.20;
233;Enigma.io;51614;DarkGreen;5;60.29;
234;WattzOn;85178;Red;5;24.79;
235;Propeller Health;78407;DarkViolet;6;26.48;
236;Lawdragon;36006;Chartreuse;5;23.34;
237;Zebu Compliance Solutions;30520;LightSteelBlue;7;54.46;
238;Xcential;64069;Indigo ;7;20.92;
239;OptumInsight;57564;LightGreen;4;38.02;
240;Personal, Inc.;73623;DarkSlateGray;6;21.55;
241;Ranku;95055;CornflowerBlue;8;70.34;
242;Predilytics;61861;AliceBlue;6;49.77;
243;Appallicious;6028;DarkViolet;8;50.28;
244;Xignite;15337;Gold;6;78.65;
245;Citigroup;7989;Violet;4;61.46;
246;Junar, Inc.;77057;Tan;5;34.19;
247;Eat Shop Sleep;96956;DarkSlateBlue;5;75.78;
248;Appallicious;14241;Fuchsia;7;63.17;
249;Careset.com;22549;HotPink;7;70.16;
250;Robinson + Yu;53919;GoldenRod;6;77.89;
251;OnDeck;11931;DeepPink;4;76.44;
252;Zoner;92122;LightCoral;4;47.73;
253;SolarList;13828;BlueViolet;7;36.74;
254;U.S. News Schools;7929;SlateGray;5;22.61;
255;TrialTrove;76891;Aquamarine;4;63.28;
256;Stevens Worldwide Van Lines;68838;Teal;7;43.59;
257;TrustedID;47397;FloralWhite;4;34.24;
258;Quandl;43000;DarkSlateGray;8;33.71;
259;Arpin Van Lines;30262;SlateBlue;5;62.66;
260;Persint;86195;Gainsboro;6;45.26;
261;Geofeedia;933;LawnGreen;7;43.63;
262;PossibilityU;37427;Lavender;8;35.04;
263;Science Exchange;93592;Lavender;8;22.07;
264;Informatica;889;Fuchsia;7;68.24;
265;Compliance and Risks;80411;MediumSeaGreen;4;29.00;
266;Avvo;95375;Chartreuse;4;42.06;
267;Wolfram Research;35291;LawnGreen;5;58.43;
268;Alltuition;82845;DarkViolet;4;25.21;
269;indoo.rs;23533;Cornsilk;5;53.47;
270;Personal Democracy Media;90541;Thistle;4;25.24;
271;Development Seed;58976;SlateBlue;5;75.00;
272;Oversight Systems;18010;DarkSlateGray;4;38.02;
273;GetRaised;12895;IndianRed ;7;59.75;
274;Relationship Science;98555;OldLace;8;67.11;
275;Construction Monitor LLC;39463;LightSalmon;8;52.37;
276;IPHIX;56946;PaleGreen;4;76.19;
277;Roadify Transit;62612;MediumAquaMarine;7;50.70;
278;Compliance and Risks;99624;SlateBlue;8;35.59;
279;Marlin & Associates;5429;Azure;6;53.38;
280;DataMarket;77923;DarkRed;8;34.13;
281;McGraw Hill Financial;32323;PaleTurquoise;6;67.08;
282;Inovalon;4941;Aquamarine;6;53.95;
283;Bloomberg;92253;Turquoise;4;75.96;
284;New Media Parents;32337;Magenta;4;40.45;
285;Peterson's;65319;AntiqueWhite;7;27.81;
286;Knowledge Agency;80885;PaleVioletRed;5;49.52;
287;Symcat;88459;LightPink;6;67.90;
288;Chubb;1439;IndianRed ;7;79.39;
289;Impaq International;60122;MediumSlateBlue;7;26.10;
290;OpenCounter;71525;MediumSpringGreen;5;77.42;
291;ProPublica;36371;Azure;5;55.32;
292;Marinexplore, Inc.;95823;LemonChiffon;4;75.09;
293;SmartProcure;47532;MediumTurquoise;5;52.21;
294;JJ Keller;85729;DarkSalmon;6;77.58;
295;ideas42;9574;NavajoWhite;7;62.49;
296;Govini;86776;DarkKhaki;8;73.99;
297;Esri;62205;Crimson;4;22.10;
298;NerdWallet;35259;AliceBlue;5;79.16;
299;Simple Energy;29305;DarkCyan;6;79.85;
300;Merrill Corp.;38096;Orchid;6;61.71;
301;DataLogix;92166;DeepPink;6;71.52;
302;Graematter, Inc.;79314;Silver;5;29.25;
303;AutoGrid Systems;8947;HoneyDew;8;27.33;
304;Marinexplore, Inc.;37979;Gold;7;38.19;
305;Zurich Insurance (Risk Room);33184;OldLace;8;58.31;
306;Whitby Group;80548;DarkGreen;6;79.99;
307;Equilar;11323;Linen;7;51.33;
308;CONNECT-DOT LLC.;80316;Peru;5;40.95;
309;Predilytics;62295;SeaShell;4;20.38;
310;Center for Responsive Politics;38511;AntiqueWhite;5;51.57;
311;Seabourne;47186;HoneyDew;8;56.70;
312;Nautilytics;42023;PeachPuff;7;74.01;
313;Atlas Van Lines;58140;Wheat;7;67.47;
314;How's My Offer?;95990;Olive;6;62.27;
315;Amazon Web Services;7406;DarkGoldenRod;8;34.17;
316;Earth Networks;3158;Linen;6;27.84;
317;Charles Schwab Corp.;23904;Navy;8;68.76;
318;Remi;63298;White;6;29.83;
319;Business Monitor International;9307;LightGreen;7;42.32;
320;Captricity;86879;DarkSlateGray;5;25.86;
321;SlashDB;43329;Violet;7;51.12;
322;FirstPoint, Inc.;93372;LimeGreen;5;74.66;
323;OSIsoft;255;Gold;4;66.13;
324;Forrester Research;78691;Black;6;44.48;
325;KidAdmit, Inc.;91457;LawnGreen;6;70.77;
326;PatientsLikeMe;70250;Salmon;5;44.80;
327;Practice Fusion;4470;SaddleBrown;4;68.58;
328;Politify;59631;Khaki;5;27.17;
329;ReciPal;20901;PaleVioletRed;5;62.27;
330;IMS Health;29430;YellowGreen;4;54.04;
331;eScholar LLC.;92080;DarkBlue;4;23.48;
332;AreaVibes Inc.;24933;Yellow;5;21.77;
333;Enigma.io;22845;Orchid;5;67.85;
334;McKinsey;78291;DarkSlateGray;6;71.02;
335;NERA Economic Consulting;30120;DarkMagenta;5;74.10;
336;Personal Democracy Media;48622;LightGoldenRodYellow;8;38.45;
337;College Abacus, an ECMC initiative;54845;Lime;7;69.45;
338;Cloudmade;12930;Lavender;4;57.29;
339;Junyo;77412;PeachPuff;7;77.93;
340;Mozio;88691;MediumBlue;8;22.60;
341;IBM;62657;Chocolate;8;73.32;
342;Zurich Insurance (Risk Room);9746;DarkCyan;8;55.12;
343;The Advisory Board Company;13054;LightCoral;5;30.26;
344;Cloudmade;42557;Lime;6;53.84;
345;Barchart;84670;OrangeRed;7;35.43;
346;IPHIX;1122;Olive;4;69.45;
347;PayScale, Inc.;58423;CornflowerBlue;6;76.80;
348;OpportunitySpace, Inc.;79737;SteelBlue;8;40.15;
349;College Board;85494;LightBlue;7;64.77;
350;Equilar;56331;DarkSlateBlue;7;40.97;
351;Onvia;22022;Lavender;4;60.03;
352;Patently-O;95728;HoneyDew;7;65.21;
353;Iodine;4088;ForestGreen;4;40.91;
354;Asset4;76291;PaleGreen;7;30.18;
355;StockSmart;87299;LightYellow;4;23.87;
356;T. Rowe Price;79571;Tan;6;65.00;
357;ideas42;82137;DarkBlue;4;32.22;
358;Intermap Technologies;11339;SlateBlue;5;44.17;
359;Civis Analytics;6353;FloralWhite;7;50.53;
360;LexisNexis;86554;PapayaWhip;5;73.04;
361;Knoema;23814;LavenderBlush;6;28.36;
362;SlashDB;94017;Gray;4;43.19;
363;Ecodesk;34601;Silver;8;38.70;
364;PEV4me.com;4998;DimGrey;8;56.42;
365;Social Explorer;82919;SandyBrown;8;50.21;
366;College Board;72220;LimeGreen;4;69.04;
367;CARFAX;59546;SaddleBrown;8;39.05;
368;Geofeedia;92427;Aquamarine;5;36.15;
369;Tendril;98875;AliceBlue;4;43.63;
370;KPMG;94319;OldLace;8;79.33;
371;POPVOX;83014;Violet;5;73.23;
372;Rand McNally;31195;SkyBlue;6;58.29;
373;KidAdmit, Inc.;57977;Ivory;5;58.70;
374;Moody's;76884;DarkSlateBlue;7;45.40;
375;nGAP Incorporated;20097;OrangeRed;5;33.36;
376;Inrix Traffic;10039;MediumSlateBlue;5;74.96;
377;Weather Channel;80538;Khaki;6;38.60;
378;PricewaterhouseCoopers (PWC);69750;Lavender;5;38.48;
379;Amida Technology Solutions;67002;DarkOliveGreen;5;77.48;
380;Garmin;12637;DarkSlateGray;8;22.62;
381;Enigma.io;22993;AliceBlue;4;60.36;
382;Plus-U;79581;RoyalBlue;4;51.54;
383;PatientsLikeMe;13529;CornflowerBlue;5;67.07;
384;Embark;61861;LightSeaGreen;4;39.63;
385;Citigroup;69416;DeepSkyBlue;8;72.11;
386;Numedii;69541;Brown;6;63.64;
387;ASC Partners;94036;MediumSeaGreen;4;39.34;
388;HelloWallet;98314;Chartreuse;4;61.82;
389;Environmental Data Resources;94602;Red;6;36.84;
390;Ontodia, Inc;1010;RoyalBlue;7;68.97;
391;Robinson + Yu;31520;LightGoldenRodYellow;5;39.34;
392;Lenddo;20828;Tan;5;67.51;
393;BillGuard;39180;Aqua;8;41.29;
394;Certara;99616;Navy;4;64.82;
395;eInstitutional;19434;OrangeRed;6;58.87;
396;PYA Analytics;49943;Indigo ;5;41.90;
397;StreetEasy;52920;PowderBlue;6;28.59;
398;Dun & Bradstreet;56423;Orchid;4;65.50;
399;Yahoo;91485;Crimson;5;36.51;
400;Harris Corporation;45331;HotPink;6;33.51;
401;Fujitsu;25044;Beige;8;33.41;
402;Intelius;10228;Peru;7;42.30;
403;Teradata;27380;LawnGreen;7;25.78;
404;PossibilityU;69014;PeachPuff;6;48.27;
405;Xatori;84181;DarkGray;8;53.66;
406;Cerner;76933;Moccasin;5;56.05;
407;Microsoft Windows Azure Marketplace;66618;Olive;5;27.69;
408;NERA Economic Consulting;60338;LightPink;5;57.15;
409;Gallup;85127;CornflowerBlue;4;60.23;
410;Zoner;53059;LightPink;7;68.09;
411;Weather Channel;4042;MediumPurple;4;49.95;
412;LegiNation, Inc.;82214;LightSteelBlue;6;52.48;
413;PolicyMap;32711;Bisque;6;33.39;
414;SmartAsset;41501;Gainsboro;5;67.45;
415;Scale Unlimited;19945;SandyBrown;4;21.01;
416;Numedii;57108;DarkMagenta;4;36.60;
417;ZocDoc;91489;LemonChiffon;7;66.49;
418;FlightAware;36966;Aqua;7;65.54;
419;Analytica;44736;DimGrey;4;32.88;
420;Lawdragon;58395;DarkGoldenRod;4;28.16;
421;Mercaris;8888;Azure;4;64.86;
422;Dow Jones & Co.;28263;Chartreuse;4;73.51;
423;PricewaterhouseCoopers (PWC);6970;BurlyWood;5;63.04;
424;Google Maps;74881;FloralWhite;5;29.35;
425;Bloomberg;91030;MediumOrchid;8;23.54;
426;Weather Channel;9219;RosyBrown;5;27.37;
427;KLD Research;18631;SpringGreen;6;60.92;
428;Child Care Desk;98917;Brown;5;28.82;
429;Civic Impulse LLC;53082;Bisque;8;20.75;
430;Solar Census;86514;AliceBlue;5;20.43;
431;Revelstone;96511;Yellow;7;61.31;
432;Urban Airship;57420;Pink;5;46.40;
433;Aquicore;74869;DarkSeaGreen;8;71.94;
434;Ontodia, Inc;33042;DarkSlateBlue;8;34.06;
435;Weather Decision Technologies;33457;Maroon;8;63.31;
436;OTC Markets;50922;LightYellow;6;53.01;
437;Workhands;37887;HotPink;6;52.21;
438;Jurispect;91685;Gray;5;20.30;
439;AccuWeather;68913;SandyBrown;6;31.80;
440;Social Health Insights;74738;DarkBlue;6;70.12;
441;MuckRock.com;1135;SlateGray;5;46.95;
442;HealthMap;64855;SpringGreen;5;67.49;
443;TrialTrove;92705;RosyBrown;7;53.58;
444;Morgan Stanley;85483;DarkOliveGreen;5;51.32;
445;Palantir Technologies;8668;PowderBlue;7;66.79;
446;Recargo;20863;Purple;5;32.69;
447;Persint;31638;LawnGreen;4;31.65;
448;TrialX;52880;Pink;4;56.37;
449;Factset;17956;MediumAquaMarine;4;24.73;
450;S&P Capital IQ;34897;SpringGreen;8;30.14;
451;Workhands;23433;DarkGreen;5;60.71;
452;ClearHealthCosts;98434;OrangeRed;8;66.67;
453;GetRaised;71042;BurlyWood;5;25.99;
454;Maponics;84984;DarkGoldenRod;5;77.15;
455;Oliver Wyman;80197;RosyBrown;6;35.51;
456;Kroll Bond Ratings Agency;77378;CadetBlue;8;20.07;
457;Lumesis, Inc.;47335;GhostWhite;4;71.41;
458;Cerner;10770;DarkMagenta;5;47.89;
459;5PSolutions;27417;PaleGoldenRod;5;24.53;
460;Housefax;49304;Aqua;6;29.14;
461;Optensity;61265;Silver;5;41.05;
462;BaleFire Global;75514;FireBrick;8;57.57;
463;Vizzuality;62312;Darkorange;5;55.08;
464;Certara;89643;Fuchsia;7;60.31;
465;Weight Watchers;61943;LightSteelBlue;4;65.90;
466;NerdWallet;13909;PaleGreen;5;50.60;
467;Development Seed;42666;Beige;6;39.77;
468;TowerData;49981;LightSteelBlue;8;52.77;
469;Retroficiency;9199;LightCoral;7;69.16;
470;Roadify Transit;3271;ForestGreen;4;49.21;
471;Development Seed;68697;YellowGreen;4;26.96;
472;3 Round Stones, Inc.;60942;Coral;4;30.26;
473;SolarList;52769;DarkSalmon;8;41.56;
474;SmartProcure;92628;PaleGoldenRod;5;59.09;
475;Uber;93846;LightBlue;5;42.30;
476;Impaq International;54169;CadetBlue;4;34.51;
477;Be Informed;89108;DeepPink;5;72.22;
478;SpaceCurve;16877;RosyBrown;5;49.57;
479;Booz Allen Hamilton;57479;Cyan;7;53.66;
480;Informatica;93816;Chartreuse;4;37.53;
481;CONNECT-DOT LLC.;1154;FireBrick;4;21.36;
482;Fuzion Apps, Inc.;64174;DarkOrchid;5;36.16;
483;Bing;25396;Teal;8;34.12;
484;Optensity;2919;SeaShell;7;78.92;
485;Cappex;14346;Azure;6;77.22;
486;Revaluate;67396;PowderBlue;8;70.59;
487;PeerJ;12887;BlueViolet;6;46.68;
488;McKinsey;47114;Moccasin;8;58.91;
489;Investormill;3959;Bisque;6;77.52;
490;OSIsoft;50235;PaleVioletRed;4;26.29;
491;Vitals;62071;DarkTurquoise;5;79.67;
492;Kyruus;94857;LightSlateGray;7;57.81;
493;Healthgrades;28240;DarkCyan;4;30.45;
494;Lilly Open Innovation Drug Discovery;6139;RosyBrown;7;35.22;
495;CGI;40555;LightSkyBlue;6;70.20;
496;Be Informed;70795;DimGrey;6;72.98;
497;Climate Corporation;41180;Blue;5;77.33;
498;Yelp;68477;DarkTurquoise;8;75.27;
499;SpotCrime;16990;Salmon;7;27.25;
500;RedLaser;4423;FloralWhite;8;25.11;
501;Workhands;62580;Cyan;8;60.21;
502;Lawdragon;86162;Tan;8;25.65;
503;LOVELAND Technologies;43984;SpringGreen;8;35.75;
504;Fujitsu;86785;Pink;4;58.04;
505;Forrester Research;13019;DarkBlue;6;28.00;
506;eInstitutional;50435;DarkBlue;5;75.06;
507;Aureus Sciences (*Now part of Elsevier);27315;Aqua;5;62.24;
508;Yelp;59544;DarkViolet;6;28.48;
509;Earthquake Alert!;82939;RosyBrown;4;41.50;
510;Jurispect;76197;DarkCyan;7;57.88;
511;CONNECT-DOT LLC.;52835;Purple;4;65.70;
512;The Schork Report;88548;Crimson;7;43.05;
513;FlightStats;40697;DarkMagenta;7;66.29;
514;Zurich Insurance (Risk Room);63179;DarkMagenta;8;29.69;
515;Bekins;9407;Linen;6;31.71;
516;Cloudspyre;83026;DarkRed;6;37.01;
517;Smart Utility Systems;15411;Blue;4;41.48;
518;Granicus;10120;LightPink;4;23.54;
519;TopCoder;65966;Wheat;4;34.37;
520;Weather Underground;62999;LightCyan;4;27.23;
521;TransUnion;47816;Indigo ;8;55.17;
522;Biovia;21109;LemonChiffon;7;21.82;
523;Pave;55851;OldLace;7;50.61;
524;Aunt Bertha, Inc.;3004;Fuchsia;5;52.35;
525;Business Monitor International;60264;GoldenRod;5;66.93;
526;Inrix Traffic;71042;Green;5;79.46;
527;Walk Score;15097;LightPink;7;57.76;
528;The Schork Report;74240;Chocolate;4;41.88;
529;Smart Utility Systems;99680;Silver;6;33.22;
530;Atlas Van Lines;70151;SteelBlue;4;41.86;
531;ASC Partners;30883;FloralWhite;7;51.89;
532;Galorath Incorporated;4878;AliceBlue;7;42.66;
533;Fujitsu;37870;Gainsboro;8;29.90;
534;BuildZoom;22867;Teal;4;22.93;
